,v0,k0,k1
DUX4,0.0,0.0,0.0
PRAMEF1,1366.521271829853,0.03175697083217334,34.741869101988904
PRAMEF12,6390.896630630072,0.07781893560803517,1022.0185967896905
PRAMEF2,4.714510942989206,0.009827559596212425,0.48042751164650643
RFPL1,26.329367218099403,0.020234373996639025,1.0667568676797632
RFPL2,3049.467392257115,0.040698856040000696,125.24521326934058
RFPL4B,89304.45028719187,0.08540599136877151,1022.2801557696077
TRIM43,19942.274784685254,0.08173330260343979,1022.1336064458472
ZSCAN4,31820.013799910765,0.11221766725483613,1022.9304626182337
