,v0,k0,k1
DUX4,3.6335253784014037,0.004354761710751312,1.8407779380546825
PRAMEF1,962.7085502400156,0.0007875207426181511,5.819602770297127
PRAMEF12,7523.346067140468,0.0018640583135405666,380.0031025911339
PRAMEF2,24.41329464766064,0.0004550790919976596,1.722513982358656
RFPL1,795.1283552433002,0.0005924330798477849,11.658892371452525
RFPL2,13368.140448002163,0.0010458477027084638,275.92199135817725
RFPL4B,89330.86545176416,0.002693088440308861,1016.3419490334699
TRIM43,47733.91014689315,0.0022040060824083385,1016.1806805047133
ZSCAN4,12537.820342106972,0.0030127476060810626,206.3774059544781
