,v0,k0,k1
DUX4,0.0,0.0,0.0
PRAMEF1,1326.7585684077812,0.0008860811688831359,32.05898261449472
PRAMEF12,6925.5803410425915,0.0020979336613933955,1016.059268253641
PRAMEF2,2.640962849657445,1.1711798441046066e-05,0.01120370032692445
RFPL1,26.100331443607708,0.000567847815399817,1.0264357078444573
RFPL2,9651.733909012706,0.0011350824092957348,377.16844468911995
RFPL4B,89445.17478684624,0.0022496592452518295,1016.2234355366144
TRIM43,12881.757734430288,0.0022373793191450115,628.4451644428885
ZSCAN4,32721.408961575213,0.0029130308584761387,1016.5835451485119
