,v0,k0,k1
DUX4,2.153848853772243,252.37715309269376,2.6775129771330256e-08
PRAMEF1,389.74007547648944,0.037465542703937475,0.2742943828544299
PRAMEF12,119.01620037805361,0.13787430336981055,1.3094507262855126
PRAMEF2,240082.29969337978,0.021386322008556623,1019.6564012431638
RFPL1,112.18839816693097,0.013015120646748451,0.12148212381379396
RFPL2,107.51849294695418,0.013235372216444578,0.12670057779914706
RFPL4B,266.07358515135564,0.3058016141254606,1.3858002331714956
TRIM43,1158.4864676338548,0.1797496536101077,9.471508325410477
ZSCAN4,141.5817403784128,0.5057247610655483,1.3863063233071353
